CCC mm,Edep,x,BIC_HP_3,LET,,,,,
1.411356,0.2141972,0,0.201551705,3.40447855,2.52846694,,,,
1.586052,0.2147135,0.1,0.202628221,2.231854916,1.794318795,,,,
1.760748,0.2146114,0.2,0.206057322,2.256925344,1.865736604,,,,
1.935444,0.2163549,0.3,0.204053322,2.176493406,1.88544023,,,,
2.11014,0.2166949,0.4,0.204123586,2.152812004,1.809572577,,,,
2.284836,0.2166104,0.5,0.204887764,2.188648939,1.854172826,,,,
2.459532,0.2175189,0.6,0.204600637,2.224080086,1.868016243,,,,
2.634228,0.2172512,0.7,0.203924173,2.204229116,1.86706996,,,,
2.808924,0.2184293,0.8,0.205399876,2.279735088,1.836358547,,,,
2.98362,0.2185316,0.9,0.205073064,2.208781719,1.83043468,,,,
3.158316,0.2191846,1,0.206516319,2.176953077,1.824945092,,,,
3.333012,0.2194325,1.1,0.206132652,2.158543587,1.841120362,,,,
3.507708,0.2195904,1.2,0.205927891,2.315895796,1.894197345,,,,
3.682404,0.219371,1.3,0.207251748,2.217218637,1.858902931,,,,
3.8571,0.2193568,1.4,0.20656682,2.254256487,1.832944155,,,,
4.031796,0.219943,1.5,0.208129675,2.225474596,1.916608334,,,,
4.206492,0.2198938,1.6,0.209917656,2.25287509,1.950629234,,,,
4.381188,0.2202279,1.7,0.208972903,2.336283445,1.95084548,,,,
4.555884,0.2207511,1.8,0.208180157,2.267031908,1.907933831,,,,
4.73058,0.2203196,1.9,0.20888943,2.27118516,1.890389442,,,,
4.905276,0.2213127,2,0.208986372,2.334326982,1.92675364,,,,
5.079972,0.222406,2.1,0.210934543,2.206206322,1.915378809,,,,
5.254668,0.2217453,2.2,0.20814797,2.230387926,1.874309063,,,,
5.429364,0.222347,2.3,0.208461976,2.221312046,1.854802728,,,,
5.60406,0.2228704,2.4,0.210075493,2.158689499,1.870889544,,,,
5.778756,0.223166,2.5,0.210557088,2.170318604,1.860962033,,,,
5.953452,0.2230147,2.6,0.21092441,2.181787729,1.920579314,,,,
6.128148,0.2244241,2.7,0.212946102,2.173706055,1.953999281,,,,
6.302844,0.2242112,2.8,0.213238194,2.222221136,1.903367996,,,,
6.47754,0.224936,2.9,0.211962286,2.270149469,1.924631119,,,,
6.652236,0.2262851,3,0.210824131,2.209805727,1.912687182,,,,
6.826932,0.2264458,3.1,0.212324904,2.267034292,1.893571734,,,,
7.001628,0.2260497,3.2,0.211908688,2.207742214,1.872564793,,,,
7.176324,0.2278511,3.3,0.213328723,2.297469616,1.931244135,,,,
7.35102,0.2283682,3.4,0.212848798,2.326156139,1.897172093,,,,
7.525716,0.2284183,3.5,0.213038862,2.264085293,1.932138205,,,,
7.700412,0.2288453,3.6,0.213032167,2.301331758,1.948747396,,,,
7.875108,0.229905,3.7,0.214213245,2.246134996,2.005928993,,,,
8.049804,0.2292146,3.8,0.214471241,2.279292822,1.994284034,,,,
8.2245,0.2305887,3.9,0.214421704,2.334662914,1.942721367,,,,
8.399196,0.2309619,4,0.214792384,2.324160337,1.898821592,,,,
8.573892,0.2319529,4.1,0.213964456,2.287157536,1.851222515,,,,
8.748588,0.232364,4.2,0.213451278,2.336488008,1.884375095,,,,
8.923284,0.2325003,4.3,0.215408435,2.296895266,1.925515532,,,,
9.09798,0.2340212,4.4,0.213231098,2.264029264,1.882728934,,,,
9.272676,0.2350988,4.5,0.21547693,2.321052313,1.983303785,,,,
9.447371,0.234649,4.6,0.215707042,2.262937784,1.967716813,,,,
9.622067,0.2344035,4.7,0.216047586,2.322184324,1.934209108,,,,
9.796764,0.2363321,4.8,0.21618755,2.337254524,1.906555176,,,,
9.97146,0.2374326,4.9,0.215495084,2.335216045,1.867859602,,,,
10.14616,0.2370556,5,0.218382941,2.336315155,1.99044919,,,,
10.32085,0.2382341,5.1,0.218959246,2.353538513,1.969942927,,,,
10.49555,0.2388766,5.2,0.220578855,2.34397912,1.985459566,,,,
10.67024,0.2385144,5.3,0.219841978,2.37859869,1.896745801,,,,
10.84494,0.2402731,5.4,0.21868201,2.372821569,1.940752983,,,,
11.01964,0.2393018,5.5,0.218398019,2.360949993,1.932363868,,,,
11.19433,0.2421336,5.6,0.218737578,2.287502527,1.917379498,,,,
11.36903,0.2425756,5.7,0.220389394,2.400660992,1.952574968,,,,
11.54372,0.2420873,5.8,0.219812144,2.371542454,1.93668735,,,,
11.71842,0.2432046,5.9,0.220677385,2.368789434,1.952342749,,,,
11.89312,0.244383,6,0.220688764,2.364743233,2.027676582,,,,
12.06781,0.2451539,6.1,0.22315542,2.283668041,1.986769199,,,,
12.24251,0.2455218,6.2,0.219851427,2.289740086,1.845952511,,,,
12.4172,0.2467407,6.3,0.220395767,2.358100891,1.866429448,,,,
12.5919,0.2474554,6.4,0.22325576,2.356357574,1.929794669,,,,
12.7666,0.2482734,6.5,0.22219784,2.26857996,1.97790134,,,,
12.94129,0.2483543,6.6,0.221982927,2.281081676,1.993723035,,,,
13.11599,0.249503,6.7,0.223706856,2.293621063,1.937125564,,,,
13.29068,0.2512258,6.8,0.223095007,2.344037533,1.976623654,,,,
13.46538,0.2521655,6.9,0.223719602,2.275739431,2.034152508,,,,
13.64008,0.2532193,7,0.223202021,2.317457914,2.026705742,,,,
13.81477,0.2541357,7.1,0.223185436,2.260823488,1.98648262,,,,
13.98947,0.2547145,7.2,0.223205138,2.351213932,1.974221587,,,,
14.16416,0.2567713,7.3,0.224065454,2.359650135,1.918130159,,,,
14.33886,0.2572414,7.4,0.226342326,2.270771503,1.975181341,,,,
14.51356,0.2587275,7.5,0.225738881,2.325192451,2.01172328,,,,
14.68825,0.2589996,7.6,0.225756311,2.376357079,1.965179563,,,,
14.86295,0.260698,7.7,0.227684438,2.384937048,2.035249949,,,,
15.03764,0.2607532,7.8,0.229504042,2.395033121,2.015356779,,,,
15.21234,0.2625575,7.9,0.227157629,2.347296,2.052549601,,,,
15.38704,0.2632112,8,0.228179422,2.375895977,2.011650324,,,,
15.56173,0.264899,8.1,0.22991861,2.34303689,2.01649189,,,,
15.73643,0.266247,8.2,0.2300325,2.339795113,2.001230717,,,,
15.91112,0.2672169,8.3,0.227641536,2.302054644,1.980236769,,,,
16.08582,0.2688262,8.4,0.230700439,2.332790613,1.999283314,,,,
16.26052,0.2697285,8.5,0.228666263,2.330539703,1.92191422,,,,
16.43521,0.2703273,8.6,0.229881095,2.33880496,2.003511667,,,,
16.60991,0.271618,8.7,0.230206722,2.363568544,1.992036343,,,,
16.7846,0.2727743,8.8,0.229494292,2.415874243,1.992475271,,,,
16.9593,0.2733026,8.9,0.231748889,2.384315729,2.080954075,,,,
17.134,0.2744176,9,0.233922608,2.377824783,1.989107609,,,,
17.30869,0.2767475,9.1,0.233373343,2.376977682,2.062199831,,,,
17.48339,0.2778315,9.2,0.23134156,2.432145596,2.060568094,,,,
17.65808,0.2785269,9.3,0.2322298,2.517439127,2.007733345,,,,
17.83278,0.2798133,9.4,0.232337176,2.516659021,2.041942358,,,,
18.00747,0.2823324,9.5,0.23319325,2.508565903,2.077966452,,,,
18.18217,0.2836215,9.6,0.236011568,2.514695644,2.158742189,,,,
18.35687,0.2851282,9.7,0.234174211,2.515116215,2.13852191,,,,
18.53156,0.2856656,9.8,0.235930749,2.445005178,2.164223194,,,,
18.70626,0.2887738,9.9,0.235310718,2.500489712,2.075771332,,,,
18.88096,0.2907109,10,0.235894843,2.433476686,2.090614557,,,,
19.05565,0.2913748,10.1,0.236040578,2.485119343,2.158439875,,,,
19.23035,0.2928743,10.2,0.237672511,2.452423096,2.185916901,,,,
19.40504,0.2948521,10.3,0.236539884,2.495011806,2.163199902,,,,
19.57974,0.2957007,10.4,0.236283557,2.408792496,2.083079576,,,,
19.75444,0.2980337,10.5,0.235468334,2.319075823,2.078613997,,,,
19.92913,0.2996503,10.6,0.237022946,2.291488647,2.05936408,,,,
20.10383,0.3023697,10.7,0.239133799,2.367286444,2.059769392,,,,
20.27852,0.3033809,10.8,0.237020514,2.456878424,2.02411437,,,,
20.45322,0.304801,10.9,0.236366989,2.389956713,2.00797534,,,,
20.62792,0.3078993,11,0.236688856,2.395209312,2.067176342,,,,
20.80261,0.3102894,11.1,0.237747016,2.400432587,2.075155735,,,,
20.97731,0.3122543,11.2,0.238519216,2.440774441,2.027254581,,,,
21.152,0.3140203,11.3,0.238266326,2.451828957,1.998466015,,,,
21.3267,0.3155785,11.4,0.239927088,2.436203241,2.081237555,,,,
21.5014,0.3190785,11.5,0.239762938,2.372113466,2.044342041,,,,
21.67609,0.3214546,11.6,0.238922163,2.390021801,1.978785396,,,,
21.85079,0.3231371,11.7,0.239893092,2.417131662,1.994361758,,,,
22.02548,0.3255279,11.8,0.239401425,2.421067715,2.000530481,,,,
22.20018,0.3292464,11.9,0.24214974,2.362782955,2.07452035,,,,
22.37488,0.332364,12,0.245635756,2.51206398,2.136868715,,,,
22.54957,0.333568,12.1,0.243078772,2.490560055,2.078477144,,,,
22.72427,0.3372631,12.2,0.241904329,2.444402695,2.025561333,,,,
22.89896,0.3397107,12.3,0.243681092,2.519103289,2.09162569,,,,
23.07366,0.3433784,12.4,0.242984202,2.42228651,2.055768728,,,,
23.24836,0.3459833,12.5,0.243798037,2.365057468,2.09073925,,,,
23.42305,0.350001,12.6,0.244765026,2.447383881,2.017694473,,,,
23.59775,0.3529707,12.7,0.245241976,2.488508463,2.091283798,,,,
23.77244,0.3573784,12.8,0.244573876,2.458449125,2.025157928,,,,
23.94714,0.3608296,12.9,0.2457602,2.489232302,2.058650494,,,,
24.12184,0.3632014,13,0.245595407,2.468081236,2.047009706,,,,
24.29653,0.3697952,13.1,0.24633174,2.430226564,2.070506096,,,,
24.47123,0.3718048,13.2,0.247022056,2.459887028,2.076184511,,,,
24.64592,0.376276,13.3,0.247455823,2.446214676,2.049035788,,,,
24.82062,0.3798181,13.4,0.248861242,2.364687204,2.095989704,,,,
24.99532,0.385362,13.5,0.249786514,2.460898876,2.058309078,,,,
25.17001,0.3897702,13.6,0.24997288,2.441407919,2.140852928,,,,
25.34471,0.3957304,13.7,0.249317706,2.458140373,2.113053799,,,,
25.5194,0.3990245,13.8,0.251488349,2.459312916,2.100524426,,,,
25.6941,0.4059986,13.9,0.252187229,2.435993671,2.078178883,,,,
25.8688,0.4112907,14,0.251468566,2.4492414,2.093309879,,,,
26.04349,0.4188348,14.1,0.25208329,2.484902382,2.145730019,,,,
26.21819,0.4244027,14.2,0.25215657,2.484149694,2.081002951,,,,
26.39288,0.4323659,14.3,0.254834862,2.485015392,2.167709827,,,,
26.56758,0.439679,14.4,0.253948551,2.486878395,2.136103153,,,,
26.74228,0.4486343,14.5,0.258165774,2.557850361,2.146437645,,,,
26.91697,0.4563875,14.6,0.25697559,2.515555859,2.154230118,,,,
27.09167,0.464584,14.7,0.257202847,2.541198254,2.136088371,,,,
27.26636,0.4743163,14.8,0.258919418,2.56904912,2.135511398,,,,
27.44106,0.4852343,14.9,0.256393475,2.514565468,2.115317822,,,,
27.61576,0.4959354,15,0.257120942,2.506664276,2.11250639,,,,
27.79045,0.5072599,15.1,0.259045772,2.447125435,2.080619335,,,,
27.96515,0.52187,15.2,0.257536636,2.487610102,2.05519557,,,,
28.13984,0.5342034,15.3,0.258160708,2.46454525,2.099523067,,,,
28.31454,0.5519556,15.4,0.261137144,2.58801651,2.18774128,,,,
28.48923,0.5666635,15.5,0.26219241,2.504156828,2.111896992,,,,
28.66393,0.58602,15.6,0.263923898,2.548576355,2.136342525,,,,
28.83863,0.6079243,15.7,0.263222003,2.541296005,2.176883459,,,,
29.01332,0.6304974,15.8,0.262940263,2.532511234,2.109211922,,,,
29.18802,0.6569717,15.9,0.263027837,2.529607773,2.09128356,,,,
29.36272,0.6873185,16,0.26359614,2.50327754,2.142462015,,,,
29.53741,0.7230634,16.1,0.266939175,2.547184944,2.208996773,,,,
29.71211,0.7609922,16.2,0.26536259,2.513394833,2.135627508,,,,
29.8868,0.8047638,16.3,0.265331911,2.529677391,2.148277283,,,,
30.0615,0.8568929,16.4,0.268065771,2.483981848,2.173573017,,,,
30.2362,0.9195988,16.5,0.267515018,2.579795599,2.17434907,,,,
30.41089,0.9762505,16.6,0.267888311,2.528171539,2.175719976,,,,
30.58559,1,16.7,0.267602129,2.547004461,2.146177769,,,,
30.76028,0.959483,16.8,0.269626032,2.504564524,2.175000668,,,,
30.93498,0.8359629,16.9,0.270779064,2.629111052,2.206317186,,,,
31.10968,0.6381865,17,0.269751602,2.53308177,2.139608145,,,,
31.28437,0.418567,17.1,0.27110075,2.556368113,2.151441813,,,,
31.45907,0.2332826,17.2,0.271622492,2.58106041,2.205303907,,,,
31.63376,0.1083357,17.3,0.271042006,2.59534359,2.201210022,,,,
31.80846,0.04256404,17.4,0.27475566,2.606850863,2.2328825,,,,
31.98316,0.01449757,17.5,0.274101472,2.624851942,2.200064898,,,,
32.15785,0.005559055,17.6,0.275750171,2.577327013,2.172502041,,,,
32.33255,0.003489476,17.7,0.275910803,2.546386719,2.171919823,,,,
32.50724,0.002469873,17.8,0.279989931,2.574440718,2.236919165,,,,
,,17.9,0.278079215,2.658780575,2.194334745,,,,
,,18,0.277793716,2.592391729,2.179007769,,,,
,,18.1,0.281886193,2.571805,2.237576485,,,,
,,18.2,0.280718887,2.682365179,2.302731276,,,,
,,18.3,0.281237211,2.585958719,2.194346428,,,,
,,18.4,0.28188181,2.604039669,2.204647303,,,,
,,18.5,0.284165639,2.640202999,2.279386759,,,,
,,18.6,0.283355382,2.658361435,2.250016212,,,,
,,18.7,0.285551638,2.616161108,2.265296459,,,,
,,18.8,0.288335999,2.61733222,2.335995674,,,,
,,18.9,0.289109023,2.648143768,2.275057793,,,,
,,19,0.287937676,2.690527439,2.319451332,,,,
,,19.1,0.287235338,2.646687031,2.279168844,,,,
,,19.2,0.288470496,2.651504755,2.311049223,,,,
,,19.3,0.289536075,2.711942434,2.294914722,,,,
,,19.4,0.290980215,2.686517477,2.287786961,,,,
,,19.5,0.291519468,2.66486001,2.298135996,,,,
,,19.6,0.293293074,2.755334139,2.386271477,,,,
,,19.7,0.293111775,2.661217451,2.325395584,,,,
,,19.8,0.29448161,2.744550467,2.336892605,,,,
,,19.9,0.295673202,2.688174248,2.2762115,,,,
,,20,0.296838236,2.757744789,2.318735361,,,,
,,20.1,0.299548694,2.773492575,2.371338129,,,,
,,20.2,0.299676195,2.737063885,2.329824448,,,,
,,20.3,0.301359333,2.649724007,2.361145496,,,,
,,20.4,0.302561037,2.686874628,2.396238804,,,,
,,20.5,0.303098259,2.705572605,2.363483191,,,,
,,20.6,0.302160563,2.76797986,2.371305943,,,,
,,20.7,0.304322058,2.784518719,2.398612499,,,,
,,20.8,0.304948945,2.751276255,2.379606724,,,,
,,20.9,0.305254005,2.795983791,2.404524326,,,,
,,21,0.306764046,2.770536184,2.406911373,,,,
,,21.1,0.309150265,2.838130474,2.476571321,,,,
,,21.2,0.310707229,2.775052309,2.47480011,,,,
,,21.3,0.310207441,2.781391382,2.407023907,,,,
,,21.4,0.31237155,2.786400318,2.432090521,,,,
,,21.5,0.313188179,2.8125,2.460349321,,,,
,,21.6,0.316130801,2.819781303,2.479854584,,,,
,,21.7,0.316804892,2.799010754,2.476017237,,,,
,,21.8,0.31666742,2.817906141,2.526884794,,,,
,,21.9,0.31752667,2.903467655,2.441254616,,,,
,,22,0.319748076,2.893615961,2.453309774,,,,
,,22.1,0.32051533,2.858615637,2.49755311,,,,
,,22.2,0.321499749,2.862511396,2.495301008,,,,
,,22.3,0.323139381,2.852643013,2.502929688,,,,
,,22.4,0.325027822,2.911739349,2.466897726,,,,
,,22.5,0.326870526,2.912866116,2.541442633,,,,
,,22.6,0.327728591,2.953083754,2.535642862,,,,
,,22.7,0.329142856,2.941797495,2.573787451,,,,
,,22.8,0.330370514,2.903106213,2.533931017,,,,
,,22.9,0.332096534,3.020241499,2.503644943,,,,
,,23,0.333028481,3.026829243,2.565097809,,,,
,,23.1,0.335415223,3.045594454,2.579638243,,,,
,,23.2,0.339109357,3.002759218,2.646122694,,,,
,,23.3,0.339439949,3.050507545,2.611575842,,,,
,,23.4,0.341790926,3.109009504,2.618241549,,,,
,,23.5,0.342469199,3.086453676,2.58057332,,,,
,,23.6,0.345957587,3.092606544,2.671533585,,,,
,,23.7,0.348315479,3.111243486,2.677253962,,,,
,,23.8,0.347221332,3.085080624,2.615753174,,,,
,,23.9,0.350251225,3.111754179,2.652698755,,,,
,,24,0.351540543,3.100440025,2.663626432,,,,
,,24.1,0.355184738,3.122247458,2.771756649,,,,
,,24.2,0.358136386,3.186521053,2.749752522,,,,
,,24.3,0.359817171,3.14593792,2.736887217,,,,
,,24.4,0.359530125,3.174440384,2.768774986,,,,
,,24.5,0.363528916,3.230331898,2.783618689,,,,
,,24.6,0.36692764,3.212235451,2.782665968,,,,
,,24.7,0.369469123,3.218065023,2.893266678,,,,
,,24.8,0.372306057,3.18797183,2.881392717,,,,
,,24.9,0.371720906,3.271158457,2.807314634,,,,
,,25,0.37355782,3.203482866,2.814809322,,,,
,,25.1,0.376333879,3.26410985,2.837579727,,,,
,,25.2,0.378051254,3.342726231,2.884402275,,,,
,,25.3,0.380159292,3.318168879,2.843901157,,,,
,,25.4,0.382597923,3.368726492,2.877864838,,,,
,,25.5,0.387576107,3.331971884,2.920153141,,,,
,,25.6,0.389297905,3.359930515,2.943027735,,,,
,,25.7,0.390909734,3.465348005,2.930045843,,,,
,,25.8,0.394773305,3.479836464,2.948337317,,,,
,,25.9,0.398049674,3.494066,2.975978374,,,,
,,26,0.40264206,3.521473885,3.03268218,,,,
,,26.1,0.404784075,3.533383369,3.026985884,,,,
,,26.2,0.408265909,3.520440578,2.988006592,,,,
,,26.3,0.412454282,3.555288076,3.060582161,,,,
,,26.4,0.41388831,3.598780155,3.032828569,,,,
,,26.5,0.418265501,3.59627223,3.079912186,,,,
,,26.6,0.422465937,3.663117647,3.112176657,,,,
,,26.7,0.4279729,3.667531967,3.184571505,,,,
,,26.8,0.432455276,3.681136847,3.245743036,,,,
,,26.9,0.435684924,3.670768023,3.270372629,,,,
,,27,0.438529658,3.739679813,3.230694532,,,,
,,27.1,0.443403703,3.799420357,3.277201176,,,,
,,27.2,0.447818529,3.854550838,3.217123508,,,,
,,27.3,0.453448127,3.888156652,3.277742624,,,,
,,27.4,0.458037015,3.955199957,3.324308634,,,,
,,27.5,0.463103215,3.998137236,3.330126762,,,,
,,27.6,0.469781003,4.014614105,3.379812479,,,,
,,27.7,0.477366411,4.065462112,3.460997581,,,,
,,27.8,0.482137683,4.080195904,3.490764141,,,,
,,27.9,0.48955104,4.18680048,3.510786057,,,,
,,28,0.494714223,4.188327312,3.588391304,,,,
,,28.1,0.501490319,4.254907608,3.593592405,,,,
,,28.2,0.508658205,4.30436039,3.634692669,,,,
,,28.3,0.516745532,4.35089922,3.686871052,,,,
,,28.4,0.52622089,4.431533813,3.733567238,,,,
,,28.5,0.535429505,4.527607918,3.810319424,,,,
,,28.6,0.546342589,4.647073746,3.907150269,,,,
,,28.7,0.558061446,4.736337185,4.007782936,,,,
,,28.8,0.566405624,4.880772114,3.98536396,,,,
,,28.9,0.580166699,5.056344986,4.130010605,,,,
,,29,0.591800877,5.21299839,4.196657658,,,,
,,29.1,0.606261013,5.48193264,4.283494949,,,,
,,29.2,0.621910991,5.766404152,4.397984505,,,,
,,29.3,0.640112424,6.13750267,4.533751011,,,,
,,29.4,0.659624445,6.590695381,4.691706657,,,,
,,29.5,0.683485432,7.069620132,4.923732281,,,,
,,29.6,0.70922137,7.680087566,5.192547321,,,,
,,29.7,0.738881553,8.287905693,5.560536385,,,,
,,29.8,0.77179571,8.987645149,5.974999428,,,,
,,29.9,0.807878679,9.83013916,6.497666359,,,,
,,30,0.844262004,10.59819317,7.014925957,,,,
,,30.1,0.884292621,11.46121788,7.735248089,,,,
,,30.2,0.922379328,12.13354111,8.457931519,,,,
,,30.3,0.956687184,12.85233116,9.256201744,,,,
,,30.4,0.987019006,13.6584549,10.19668007,,,,
,,30.5,1,14.36223125,11.10775757,,,,
,,30.6,0.994594482,15.21191311,11.88061523,,,,
,,30.7,0.97975836,15.7138443,12.82493401,,,,
,,30.8,0.939195145,16.27311325,13.77047634,,,,
,,30.9,0.876441476,16.92664719,14.47767162,,,,
,,31,0.8021794,17.42442513,15.31734753,,,,
,,31.1,0.718251742,18.1495266,16.26965332,,,,
,,31.2,0.61226306,18.95239067,17.08915901,,,,
,,31.3,0.504424476,19.51263428,17.67735672,,,,
,,31.4,0.404152323,19.55336189,18.23406029,,,,
,,31.5,0.314025597,20.6548996,18.7467289,,,,
,,31.6,0.240880024,21.05389595,19.47808647,,,,
,,31.7,0.17379874,21.33920479,20.05619431,,,,
,,31.8,0.121348527,21.47445679,20.36570168,,,,
,,31.9,0.08559038,22.14151955,20.9687767,,,,
,,32,0.05620004,21.50931168,21.91601944,,,,
,,32.1,0.035117552,23.2735939,22.54142952,,,,
,,32.2,0.019864908,24.82514,22.59493637,,,,
,,32.3,0.011597589,24.02142715,22.601408,,,,
,,32.4,0.006581051,23.03060532,22.11553764,,,,
,,32.5,0.004221191,24.17715454,22.81264496,,,,
,,32.6,0.002172437,14.7051897,23.51191902,,,,
,,32.7,0.001193267,31.27359009,21.88208389,,,,
,,32.8,0.000707701,7.20693922,23.49412346,,,,
,,32.9,0.00039231,4.051605701,19.01482773,,,,
,,33,0.000346828,5.057324886,22.66318512,,,,
,,33.1,0.000137523,4.032820225,29.9149456,,,,
,,33.2,2.68164E-05,4.107535362,2.090058088,,,,
,,33.3,2.68995E-05,6.143859386,1.79134047,,,,
,,33.4,2.83351E-05,4.304234982,1.865299582,,,,
,,33.5,3.29991E-05,4.607719898,2.096899986,,,,
,,33.6,2.49E-05,5.019282341,1.779571414,,,,
,,33.7,2.88E-05,6.032166481,2.049932957,,,,
,,33.8,3.34E-05,6.466474533,2.541796446,,,,
,,33.9,2.93E-05,6.475401402,2.047345161,,,,
,,34,2.80E-05,7.22096777,2.074347973,,,,
,,34.1,3.38E-05,6.373930454,2.885415554,,,,
,,34.2,3.51E-05,7.977737904,2.517462492,,,,
,,34.3,3.08E-05,9.344124794,2.237379313,,,,
,,34.4,3.55E-05,11.16446304,2.31815815,,,,
,,34.5,2.91E-05,17.33943748,1.939112544,,,,
,,34.6,2.94E-05,37.02833557,2.197296858,,,,
,,34.7,4.08E-05,1.098573327,2.640799999,,,,
,,34.8,3.54E-05,1.185875058,2.415347576,,,,
,,34.9,3.89E-05,9.193390846,3.827667475,,,,
,,35,3.32E-05,1.060400009,2.507684946,,,,
,,35.1,4.23E-05,1.222856879,2.64853096,,,,
,,35.2,4.00E-05,1.16186738,2.338111877,,,,
,,35.3,4.10E-05,1.729813099,2.636415482,,,,
,,35.4,4.56E-05,1.206037164,2.674843073,,,,
,,35.5,5.51E-05,1.658855438,3.637471914,,,,
,,35.6,5.08E-05,1.237976193,2.80156517,,,,
,,35.7,4.30E-05,1.34390378,2.608536005,,,,
,,35.8,4.53E-05,1.284077287,2.854742289,,,,
,,35.9,5.16E-05,1.348423481,4.717895508,,,,
,,36,5.11E-05,1.648272038,3.638302088,,,,
,,36.1,4.65E-05,1.913339257,4.616939545,,,,
,,36.2,5.53E-05,2.897436142,3.020783663,,,,
,,36.3,4.44E-05,1.829438567,2.769597292,,,,
,,36.4,5.44E-05,1.208666086,3.190870047,,,,
,,36.5,4.38E-05,1.54231739,3.019322395,,,,
,,36.6,5.53E-05,1.183908582,4.142120361,,,,
,,36.7,4.96E-05,1.292135835,3.663394928,,,,
,,36.8,4.56E-05,1.42799139,4.061184883,,,,
,,36.9,5.03E-05,1.152013898,4.325602055,,,,
,,37,4.87E-05,1.858889818,4.355800629,,,,
,,37.1,5.22E-05,1.519339681,5.368927956,,,,
,,37.2,5.68E-05,1.238389492,5.651498318,,,,
,,37.3,6.73E-05,1.322742343,7.661868572,,,,
,,37.4,8.02971E-05,1.37678659,8.663072586,,,,
,,37.5,1.04E-04,1.741502643,17.68558121,,,,
,,37.6,4.97377E-05,5.54736948,30.43909454,,,,
,,37.7,2.09E-05,1.049286962,1.713478923,,,,
,,37.8,1.92E-05,1.248602033,1.448013544,,,,
,,37.9,1.90E-05,1.157599092,1.287348866,,,,
,,38,2.58E-05,1.38210845,3.243380547,,,,
,,38.1,2.27E-05,2.636703968,2.014221668,,,,
,,38.2,2.37E-05,1.433874011,2.409235477,,,,
,,38.3,2.13E-05,1.251567125,1.478766561,,,,
,,38.4,2.51E-05,1.847398043,1.332653284,,,,
,,38.5,3.05E-05,1.586291432,1.849663496,,,,
,,38.6,2.98E-05,1.698675275,1.588257074,,,,
,,38.7,2.49E-05,1.290676355,8.177495003,,,,
,,38.8,2.65E-05,0.967109442,2.388640881,,,,
,,38.9,2.56E-05,1.349657416,1.482560158,,,,
,,39,2.64E-05,1.605278254,1.75382483,,,,
,,39.1,2.56E-05,1.328137517,1.574642897,,,,
,,39.2,2.81E-05,6.684414387,1.525918126,,,,
,,39.3,3.06E-05,0.88537693,1.761343956,,,,
,,39.4,2.91E-05,0.843469203,1.552772522,,,,
,,39.5,3.17E-05,0.859921157,1.823129773,,,,
,,39.6,2.53E-05,0.900341332,1.748782396,,,,
,,39.7,3.07E-05,1.139555931,2.387752295,,,,
,,39.8,2.21E-05,2.219469309,1.821544409,,,,
,,39.9,2.38E-05,2.054733038,1.56643796,,,,
